,Restaurant,Borough,Neighborhood,Postcode,CUISINE DESCRIPTION,GRADE,Address
956,AUCTION HOUSE,MANHATTAN,EAST   89 STREET,10128,American,A,"Crocetta, Torino, TO, PIE, Italia"
957,ROYAL KING'S PIZZA,BROOKLYN,5 AVENUE,11220,Pizza,A,"Lagrasse, Narbonne, Aude, Occitanie, France métropolitaine, 11220, France"
958,CORNER CAFE AND BAKERY,MANHATTAN,THIRD AVENUE,10128,American,A,"Crocetta, Torino, TO, PIE, Italia"
959,CORNER CAFE AND BAKERY,MANHATTAN,THIRD AVENUE,10128,American,P,"Crocetta, Torino, TO, PIE, Italia"
960,MR. PHIL'S PIZZA,BROOKLYN,NEW UTRECHT AVE,11228,Pizza,A,"BK, Kings County, NYC, New York, USA"
961,TEE DEE'S TAVERN,QUEENS,COOPER AVENUE,11385,Irish,A,"Queens, Queens County, NYC, New York, USA"
962,METRO DINER,MANHATTAN,BROADWAY,10025,American,A,"Manhattan Valley, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA"
963,PUGSLEY PIZZA,BRONX,EAST  191 STREET,10458,Pizza,A,"Bronx County, NYC, New York, USA"
964,MONTEBELLO RESTAURANT,MANHATTAN,EAST   56 STREET,10022,Italian,A,"Midtown East, Manhattan Community Board 6, Manhattan, New York County, NYC, New York, USA"
965,MONTEBELLO RESTAURANT,MANHATTAN,EAST   56 STREET,10022,Italian,B,"Midtown East, Manhattan Community Board 6, Manhattan, New York County, NYC, New York, USA"
966,NEW WAVE CAFE & RESTAURANT,MANHATTAN,BROADWAY,10024,Armenian,A,"Upper West Side, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA"
967,NEW WAVE CAFE & RESTAURANT,MANHATTAN,BROADWAY,10024,Armenian,C,"Upper West Side, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA"
968,MEDITERRANEO,MANHATTAN,2 AVENUE,10065,Italian,Z,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA"
969,MEDITERRANEO,MANHATTAN,2 AVENUE,10065,Italian,A,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA"
970,POPEYES,QUEENS,JAMAICA AVENUE,11428,Chicken,A,"Queens County, NYC, New York, USA"
971,PARADISE ALLEY BAR,QUEENS,150 STREET,11355,American,A,"Queens County, NYC, New York, USA"
972,PARADISE ALLEY BAR,QUEENS,150 STREET,11355,American,B,"Queens County, NYC, New York, USA"
973,FLANNERY'S BAR,MANHATTAN,WEST   14 STREET,10011,American,A,"Hudson Yards, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA"
974,MANHATTAN ESPRESSO,MANHATTAN,EAST   49 STREET,10017,CafÃ©/Coffee/Tea,A,"基隆市, 中正區, 基隆市, 臺灣省, 20201, TW"
975,SHARMEL CATERERS,QUEENS,EMPIRE AVENUE,11691,Jewish/Kosher,A,"Queens County, NYC, New York, USA"
976,TOLEDO,MANHATTAN,EAST   36 STREET,10016,Spanish,A,"澎湖縣, 臺灣省, TW"
977,BAGEL BOB'S,MANHATTAN,UNIVERSITY PLACE,10003,Bagels/Pretzels,A,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA"
978,FRANKIE BOY'S PIZZA & SALAD,MANHATTAN,BROADWAY,10018,Pizza,B,"新竹市, 臺灣省, TW"
979,FRANKIE BOY'S PIZZA & SALAD,MANHATTAN,BROADWAY,10018,Pizza,A,"新竹市, 臺灣省, TW"
980,WHITE CASTLE,BRONX,WESTCHESTER AVENUE,10459,Hamburgers,A,"Bronx County, NYC, New York, USA"
981,CAFFE GRAZIE,MANHATTAN,EAST   84 STREET,10028,Italian,A,"Yorkville, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA"
982,"SUGAR HILL RESTAURANT, SUPPER CLUB AND DISCO",BROOKLYN,DEKALB AVENUE,11216,American,A,"BK, Kings County, NYC, New York, USA"
983,ARIRANG HIBACHI STEAKHOUSE,BROOKLYN,4 AVENUE,11209,Steak,A,"BK, Kings County, NYC, New York, USA"
984,MCCOY'S PUB,MANHATTAN,9 AVENUE,10019,Irish,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA"
985,BEN'S KOSHER DELI & RESTAURANT,QUEENS,26 AVENUE,11360,Jewish/Kosher,A,"Villeneuve-les-Corbières, Narbonne, Aude, Occitanie, France métropolitaine, 11360, France"
986,LUCIA PIZZA,QUEENS,ROOSEVELT AVENUE,11354,Pizza,A,"Queens County, NYC, New York, USA"
987,LE COLONIAL,MANHATTAN,EAST   57 STREET,10022,Asian,A,"Midtown East, Manhattan Community Board 6, Manhattan, New York County, NYC, New York, USA"
988,CREDIT AGRICOLE-CBI EXECUTIVE ROOM,MANHATTAN,AVENUE OF THE AMERICAS,10019,French,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA"
989,MANHATTAN DINER,MANHATTAN,BROADWAY,10025,American,A,"Manhattan Valley, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA"
990,SHARAKU JAPANESE RESTAURANT,MANHATTAN,STUYVESANT STREET,10003,Japanese,Z,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA"
991,SHARAKU JAPANESE RESTAURANT,MANHATTAN,STUYVESANT STREET,10003,Japanese,B,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA"
992,SHARAKU JAPANESE RESTAURANT,MANHATTAN,STUYVESANT STREET,10003,Japanese,C,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA"
993,SHARAKU JAPANESE RESTAURANT,MANHATTAN,STUYVESANT STREET,10003,Japanese,A,"East Village, Manhattan Community Board 3, Manhattan, New York County, NYC, New York, USA"
994,DOMINICK'S BAR & RESTAURANT,BRONX,ARTHUR AVENUE,10458,Italian,A,"Bronx County, NYC, New York, USA"
995,DOMINICK'S BAR & RESTAURANT,BRONX,ARTHUR AVENUE,10458,Italian,C,"Bronx County, NYC, New York, USA"
996,DOMINICK'S BAR & RESTAURANT,BRONX,ARTHUR AVENUE,10458,Italian,B,"Bronx County, NYC, New York, USA"
997,LE MIRAGE CAFE,MANHATTAN,WEST   43 STREET,10036,American,A,"Hell's Kitchen, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA"
998,LA VILLA PIZZERIA,BROOKLYN,AVENUE U,11234,Pizza/Italian,A,"Kungsholmen, Sthlm, Stockholm, Sveriges Landskap, Stockholms län, Svealand, Sverige"
999,JENTANA'S PIZZA,BROOKLYN,FT HAMILTON PARKWAY,11219,Pizza,A,"BK, Kings County, NYC, New York, USA"
1000,MORTON'S THE STEAKHOUSE,MANHATTAN,EAST   45 STREET,10017,American,A,"基隆市, 中正區, 基隆市, 臺灣省, 20201, TW"
1001,CROWN FRIED CHICKEN,QUEENS,LIBERTY AVE,11417,Other,Not Yet Graded,"Lasnamäe, Kesklinn, Tallinn, Lasnamäe linnaosa, Tallinn, Harju maakond, 11412, Eesti"
